"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","RID","ITEM","Item Level Data","-4","","-4","-4","T","-4","-4","-4","-4","-4","","","Subject ID","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:05.0"
"-4","VISCODE","ITEM","Item Level Data","-4","","-4","-4","N","-4","-4","-4","-4","-4","","","Visit","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:05.0"
"-4","ADAS_Q1_T1_WL1_W10_engine","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:05.0"
"-4","ADAS_Q1_T2_WL1_W1_pole","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:05.0"
"-4","ADAS_Q1_T2_WL1_W2_letter","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:05.0"
"-4","ADAS_Q1_T2_WL1_W3_butter","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T2_WL1_W4_queen","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T2_WL1_W5_arm","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T2_WL1_W6_shore","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T2_WL1_W7_grass","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T2_WL1_W8_cabin","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T2_WL1_W9_ticket","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T2_WL1_W10_engine","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W1_shore","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W2_letter","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W3_arm","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W4_cabin","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W5_pole","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W6_ticket","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W7_engine","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W8_grass","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W9_butter","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T3_WL1_W10_queen","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W1_bottle","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W2_potato","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W3_girl","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W4_temple","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W5_star","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W6_animal","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W7_forest","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W8_lake","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W9_clock","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
"-4","ADAS_Q1_T1_WL2_W10_office","ITEM","Item Level Data","-4","ADAS: ADAS Q1, T1-T3 indicate Trial 1 to Trial 3 of the Word-recall task. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W10 followed by the word indicates the actual word and its position in the list.","-4","-4","T","-4","-4","-4","-4","-4","","0 = No; 1 = Yes; NULL = N/A","0 indicates the word was not recalled correctly. 1 indicates the word was recalled. NULL indicates this wordlist/word were not used. The wordlist used (1,2 or 3) is dependant on the timepoint.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2011-09-28 14:26:06.0"
